Company,Date Posted,Description,Experience Required,Experinece Required,How to apply,Job Role,Job type,Job_id,Link,Location,Package Offered,Package offered,Posted since,Source
Labster,Wed Oct 31 09:19:09 UTC 2018,"About Labster
At Labster we are dedicated to empowering the next generation of scientists to change the world. Our goal is to develop fully interactive software that makes learning both engaging and effective, and to make it accessible to as many students as possible. We are partnering with major publishers and other EdTech companies and just recently announced our partnership with Google
We govern ourselves by using a flat-hierarchy system called Holacracy that is focused on roles, collaboration and distributed leadership. We believe in flexible work hours and a good work-life balance, and while we love to achieve great things via concentrated work, it’s incredibly important for us to have happy and engaged team members.
In Bali we are a team of approximately 30 software developers grouped into several circles and sub-circles. Some of the technologies we are currently working on include but are not limited to: VR, building complex game/simulation editing tools and an advanced learning analytics dashboard, as well as scaling our DevOps server architecture to reach millions of students. To achieve our goals, our stack includes C#, Unity3D, Python, AWS etc.
Your mission
We are currently looking to hire  a  technical leader who will lead and support the  team of Unity software engineers in Bali. As a Senior Unity Lead you will guide a team and take care of their professional growth by mentoring, coaching and implementing modern software engineering practices. You will also support and collaborate with other cross-functional teams at Labster. You and your team will dive deep into technical challenges, proactively propose solutions and drive the change across the team and when needed, the whole organization.
To learn more about Labster and our simulations, check out this video
This is a full time position located in Bali, Indonesia
Your responsibilities
Leadership

Represent the Unity team towards the other Product teams
Question, evaluate, challenge and assess team members activities
Mentor, coach and guide team members to enable their growth at Labster
Conduct quarterly and yearly performance interviews with Unity team members
Working closely with other teams e.g. Content Development and Art teams in order to detect and resolve tensions
Enable knowledge transfer between cross-functional teams and establish “best practices” by facilitating and initiating clear and efficient communication

Technical

Establishing new way to continuously improve functioning of Unity team according to Agile and Holacracy practices
Engineering cutting-edge, innovative educational gaming technologies integrated into Unity3D
Participate in designing and developing new features for our highly popular virtual laboratory simulation and gamified education platform
Driving improvements to our coding practices (such as test-driven development practices)
Contributing product ideas and working within the Product team to help refine product features and requirements

Requirements

You possess excellent and proven leadership experience
You possess a high level of empathy together with great communication skills
You have experience with recruitment (conducting interviews, creating tests etc.)
You understand importance of continuous feedback and recognition
You are developer at heart hence you have a solid understanding of algorithms, design patterns, and best practices
You have the ability to work in close collaboration with a team in an ambitious and fast-paced environment
You are proficient in designing, developing and maintaining applications using C#
You have a tendency to propose smart yet simple solutions
You have a MSc in Computer Science OR equivalent work experience
You have experience with Unity3D or similar game engines
Previous experience with WPF or in the development of domain specific languages is considered a plus
You have experience working with Agile methodologies (also regarded as a plus)

What do we offer?

We provide a friendly and productive work environment with fun, smart, open-minded international people
You will have the opportunity to take a part in very exciting projects and to  work for a company with a noble vision
We provide a competitive salary together with company warrants
You will have a chance to live in a beautiful island of Bali
We will provide you relocation package and visa sponsorship

",,--,"Email your resume to natalia@labster.com
",Senior Technical Lead (VR) ,Full Time,d606d32c-dced-11e8-83b8-c94149410ae0,https://jobs.github.com/positions/d606d32c-dced-11e8-83b8-c94149410ae0,"Bali, Indonesia",--,,--,Github Jobs
Petal,Wed Oct 31 03:43:54 UTC 2018,"Petal is the first credit card for people without a credit history. We analyze cashflow from applicants' bank accounts to evaluate credit quality, which enables us to provide credit to populations traditionally excluded from financial services.
As a Senior Software Engineer, you'll architect, design, and implement major sub-systems across our platform.
What you'll do
Lead projects and provide technical leadership in subject matter expertise.
Own large portions of the code base.
Design secure and highly reliable services to integrate with our data and credit card processing partners.
Build frameworks and products which will be used by other engineering teams at Petal.
Write tests and constantly seek to improve code quality and reliability.
Bring positive energy to every meeting and make your colleagues feel included and heard.
Experience
You've demonstrated your ability to build, test, release, and maintain complex products.
You demand high-quality code of yourself and others.
You love trying new tools, technologies, and frameworks, but are pragmatic—you get stuff done with what solves the problem you’re facing.
You love shipping new things rapidly and iterating based on real user behaviour. You have a knack for finding and eliminating inefficiency in your users’ workflows.
You’re enthusiastic about unit testing and performance, and knowing how to communicate the value of technical excellence to non-technical teammates.
You’re a great listener, but are willing to speak up when you see something that needs to be fixed. You ask questions when something isn’t clear.
Understanding that smart, hungry people can rapidly learn new technologies, here is our tech stack: https://stackshare.io/petal
",,--,"Email your LinkedIn profile to nathan@petalcard.com
",Senior Software Engineer,Full Time,1ee011f0-dcbf-11e8-8f6b-cc4dc5b4578d,https://jobs.github.com/positions/1ee011f0-dcbf-11e8-8f6b-cc4dc5b4578d,New York City or Remote (US),--,,--,Github Jobs
Stopwatch,Tue Oct 30 18:32:58 UTC 2018,"We’re building a new social network. We’re currently in stealth mode, but the concept was compelling enough to convince some great investors to give us some money to build it and see what happens. We’re currently a small team of 4, looking for a second iOS engineer to join the team full time.
The candidate we’re looking for should have a passion for making things, have experience working with, or on a startup. They should have a list of apps in the app store that we can check out. Experience in consumer social is a bonus.
Responsibilities

Implement highly custom iOS elements
Implement transitions and animations in the app
Help the team define, and maintain development “best practices”
Help decide on product direction and decisions

",,--,"Email CV and examples of previous apps built to jon@stopwatch.com
",iOS Engineer at stopwatch.com,Full Time,88f46fa4-dc70-11e8-9296-75ef13ea7473,https://jobs.github.com/positions/88f46fa4-dc70-11e8-9296-75ef13ea7473,Remote,--,,--,Github Jobs
Adaptive Financial Consulting Ltd,Tue Oct 30 16:39:18 UTC 2018,"WE OFFER: Greenfield projects, fantastic, collaborative teams and modern web technology.
We are working on building greenfield trading system and looking for Web Applications Developers (JavaScript, HTML, CSS and ideally React) to join our growing team. You will work alongside a collaborative and welcoming Adaptive team. 
WHO WE ARE
We are Adaptive, a growing and successful software company with a great reputation amongst staff and clients alike. We work closely with our financial clients to build bespoke software solutions to support their business goals. Our client's success relies on us making sound technical decisions, collaborating with stakeholders and being up to date with the latest technology and practices in the Fintech industry. 
WHO YOU ARE
Does crafting elegant and performant software solution excite you? Are you eager to move into/continue your career in the finance industry? Would you like the opportunity to learn from industry-leading consultants in a laid-back, professional and friendly environment? You will be able to clearly model, articulate and solve complex problems. You will have a strong passion for software engineering and technology, actively contributing to the team’s expertise. We value those who are not afraid to be out of their comfort zone. Opportunities often arise where developers are able to gain exposure in many areas of software development/business. We are looking for team players who are proactive and use their initiative.
You will:

Work with a skilled, collaborative and friendly team.
Work in a test-driven, Agile development fashion. You will remain abreast of the newest developments in technology and quickly adapt to them to achieve better results.
Prioritise delivery over your own technical curiosity (although of course, we want you to be technically curious!).

Required skills and experience:

Solid, professional web development experience
Significant knowledge of JavaScript: you understand prototypical inheritance, scope, and closures
Proficiency in user experience technologies like JavaScript, HTML5, CSS3, and frameworks such as Angular.js or React.js
Experience integrating with systems written in Java
Armed with a strong desire to raise the bar for your team technically, you are tenacious, curious, and collaborative in all aspects of your work
A quick learner with excellent communication skills
BSc/MSc in Computer Science or equivalent
Language: English (fluent)

Desirable skills and experience:

Experience working with distributed teams
Experience with TypeScript, Rx.js, Redux

Some of our success stories include:
An app store that allows users to browse available apps and install to their desktop without Administrator rights. The system provides an auto-update mechanism and also captures usage statistics
Adaptive brought our experience in large-scale e-commerce platforms to quickly specify and agree an architecture with the client. The design enabled rapid development in the short term but also granted flexibility and agility in the long term.
Please note that the successful candidate will need to have a background check due to the kind of projects we work on.
Adaptive's Privacy Notice for Candidates can be found here: https://weareadaptive.com/privacy-notice-applicants-adaptive-financial-consulting-ltd/
WHAT WE CAN OFFER YOU


A competitive salary package/rate


Experienced, supportive, smart and friendly colleagues


Work with high-profile clients using the latest technology stacks.


Friday beers!


THE INTERVIEW PROCESS
Don't worry, we won't put you through tens of interviews! We'll review your application and if it's aligned with what we're looking for, we'll arrange a phone call with you. If after that phone call, we're both happy to proceed, we'll arrange for you to speak with someone in the technical team by phone. If that goes well and we're all still happy, we'll invite you to our offices to meet with us for an interview 
You can find out more about our company by visiting weareadaptive.com. Search for us on Glassdoor to find out what our staff think about us.
Please note that this role is open to direct candidates only; strictly no agencies or third parties. We will not accept unauthorised submissions but if you choose to disregard this and the candidate looks good, who knows, we might contact them directly....
In return, we offer a very positive work environment that’s informal, friendly and truly collaborative. We have plenty of informal and formal get-togethers and team lunches. You can find out more about us by visiting our website.
",,--,"Please apply via this link: https://grnh.se/cb8994e21
","Web Applications Developer (JavaScript, HTML, React, Finance)",Contract,4ef36d90-dc62-11e8-9d0f-2748d202bd44,https://jobs.github.com/positions/4ef36d90-dc62-11e8-9d0f-2748d202bd44,"London, UK",--,,--,Github Jobs
A & G GmbH,Tue Oct 30 16:34:37 UTC 2018,"Wir sind Architekten einer digitalen Zukunft.
##Wir suchen zum Einstieg ab dem 01.12.2018 oder 01.01.2019 in Vollzeit eine/n Softwareentwickler/in
Die A&amp;G GmbH hat sich Anfang 2017 mit einem ganz besonderen Anspruch
gegründet: Wir wollen Produkte bauen, die ein sicheres Fundament für eine
digitale Zukunft legen und die Welt nachhaltig besser machen. So haben wir
beispielsweise mit admin ein System auf den Markt gebracht, das papierloses
digitales Quittieren ermöglicht – und damit nicht nur die Ressourcen unserer
Umwelt schont, sondern auch den Alltag erleichtert.
Aufgaben:

Unterstützung unseres IT-Teams und Mitwirkung an neuen Software-Lösungen
Konzeption, Umsetzung, Pflege und Weiterentwicklungen von Web Anwendungen
und Web-Services im Internet
Anforderungsanalyse, Entwicklung und Qualitätssicherung
Wartung/Administration der Webserver

Anforderungsprofil:
Ein abgeschlossenes Studium der Informatik oder eine vergleichbare Ausbildung
mit entsprechendem Hintergrund sollte vorhanden sein, auch Quereinsteiger
sind willkommen! Sie sollten über umfangreiche Erfahrungen bei der
Entwicklung von Webanwendungen (Full Stack) und von REST APIs verfügen.
Zudem sollten Sie flüssig im Umgang mit Versionskontrollsystemen wie Git sein.
Sie verfügen über Kenntnisse agiler Methoden zur Softwareentwicklung und es
ist vorteilhaft, wenn Sie Erfahrung mit folgenden Technologien haben: C und
.NET Core für Webanwendungen, .NET Entity Framework, React/Redux, Typescript,
Webpack, MSSQL Server und/oder andere relationale Datenbankserver.
Wichtiger als vollständiges Wissen zu jeder einzelnen Technologie ist die Fähigkeit
zur schnellen Anpassung und Erweiterung der eigenen Kompetenzen. Die
Wahl der Technologien erfolgt bei uns pragmatisch, und bei zukünftigen Entscheidungen
werden Sie Einfluss darauf haben.
Sie sind motiviert und haben Mut und Ehrgeiz, neue Technologien der Zukunft
kennen zulernen, die Sie durch Eigeninitiative, Ihre strukturierte Arbeitsweise,
Ihrer Leistungsbereitschaft und Ihrem analytischen Denken unterstützen.
Weiterhin verfügen Sie über eine hohe Teamfähigkeit sowie soziale und kommunikative
Kompetenzen.
Sehr gute Deutschkenntnisse in Wort und Schrift setzen wir voraus.
Sie sind falsch bei uns, wenn:

Sie sich nicht für ihre eigene Arbeit begeistern können und die Arbeit als Belastung
sehen
Sie die Individualität der einzelnen Teammitglieder nicht respektieren
Sie keinen Drang nach Wachstum besitzen
Sie die Arbeit nur als Mittel zum Leben betrachten und nicht als Teil des Lebens
Sie das eigene Wohl über das Wohl der Gemeinschaft stellen

Wir bieten:

Ein Team aus exzellenten und talentierten Mitarbeitern
Ein spannendes Projekt
Zahlreiche Herausforderungen an denen man wachsen kann
Eine wertschätzende Arbeitsatmosphäre
Eine steile Lernkurve
Einen modernen Arbeitsplatz in bester Lage , mit toller Verkehrsanbindung und
Einkaufsmöglichkeiten
Kalte Getränke und frisches Obst
monatliche gemeinsame und spannende Unternehmungen

Interessiert?
Sollten Sie sich angesprochen fühlen und zu unserem Erfolg beitragen wollen,
freuen wir uns auf Ihre aussagekräftige Bewerbung einschließlich Ihres möglichen
Arbeitsbeginns per E-Mail an:
Frau Michelle Bourguignon
Wandschneiderstraße 4
28195 Bremen
+49 421 176 676 00
michelle.bourguignon@aug-software.de
##https://ag-development.de/
",,--,"michelle.bourguignon@aug-software.de
",Softwareentwickler/in,Full Time,794026f2-dc61-11e8-93e0-d70b82e36db1,https://jobs.github.com/positions/794026f2-dc61-11e8-93e0-d70b82e36db1,Bremen,--,,--,Github Jobs
reBuy reCommerce GmbH,Tue Oct 30 15:56:14 UTC 2018,"Company Description
TECH @ reBuy reCommerce GmbH
We are looking for the best people to be part of our adventure and create
an enjoyable, focused and challenging environment which results in great
culture, we live and enjoy everyday. Our small teams work closely together
and can solve even the toughest business problems and find the best
possible solution for our customers.
At reBuy TECH we believe that user experience depends on the software we
design, which is why the code needs to excel. The whole architecture should
be fun to use, fast, rock solid and simply state of the art. Of course we
also know good code can only be created by great and happy people. In order
to be good, you need to feel comfortable at work. We push hard to make work
equal fun and challenging so you reach new heights.
Job Description
Mobile is a constantly growing part of our customer facing product and our
ambition is to provide mobile customers with the best possible experience.
Join our mobile apps team implementing new features, maintaining and
testing our iOS app throughout its lifecycle. Be part of a flourishing team
that is self-motivated and takes decision based on data, research and
customer feedback. Contribute with your mobile know-how and bring our app
to new quality heights. Play an active role on building an awesome
reCommerce application that you are proud of.
Want to build the greatest reCommerce iOS app currently available? We will
be happy to have you on board!
Qualifications
We expect that you have solid Swift experience, understand the ins and outs
of iOS and what great features each new versions brought. You are used to
utilize design patterns like MVVM to keep everything tidy and you are aware
that ReactiveX is not a chemistry formula. Writing tests is something you
embrace and love doing, whilst moving fast forward. You feel comfortable
creating and maintaining your application APIs in PHP or bring the appetite
to do so :)
Compiled:

You have solid Swift experience
In-depth knowledge of iOS 9 to 11 that enables you to create
compelling features for our customers
Awareness of design patterns (e.g. MVVM) and software principles (e.g.
Inversion of control)
ReactiveX is a standard for you, RxSwift experience is a huge plus
Fluent in writing unit tests
Familiar with RESTful APIs to connect iOS applications to back-end
services
Android development experience is an advantage

Additional information
We are offering a unique job in an innovation-friendly company within an
inspiring and flourishing environment. We always want you to be productive
in your way. Before you join you can choose your state of the art hardware:
Although our eco system is built around linux/mac, we don't care whether
you run Mac, Linux or Windows. Our atmosphere is open-minded: Something you
want to change or something to introduce? Let’s talk about it! The projects
have a broad scope for codecision-making. Our goals are ambitious and they
will lead us to exciting paths. So pick your favorite career, apply with a
pleasing CV and we will get back to you as quick as possible! For
internationals we provide relocation assistance.
Get to know the reBuy TECH team, our Tryday and our projects on: TECH @
reBuy
",,--,"How to Apply: http://smrtr.io/P6L8
",Senior Mobile Developer | iOS,Full Time,547b8a96-dc5c-11e8-97cc-5b8cae901903,https://jobs.github.com/positions/547b8a96-dc5c-11e8-97cc-5b8cae901903,"Berlin, Germany",--,,--,Github Jobs
Open Assessement Technologies S.A.,Tue Oct 30 14:51:00 UTC 2018,"As a member of the OAT engineering team, you will work with the company’s engineers and key employees with the goal to establish OAT as the undisputed leader in open assessment and education technology solutions.
You will be responsible for:

Back-end and/or Front-end Development of the core open source Platform TAO
Back-end and/or Front-end  Development of custom extensions for customers and integration
Contributing to the architecture Key decisions with our architects
Contributing to the continuous integration and deployment operation.

Ultimately, we’re not trying to hire someone who can just close out JIRA tickets. Our primary goal is to find and hire the right people. There’s no shortage of open positions as we gear up for exponential growth and shape the future of learning.
OAT – short for Open Assessment Technologies – is the provider of TAO (Test Assisté par Ordinateur), the leading open source assessment solution for education and employment, which has delivered more than 10 million tests worldwide, across 37 countries and 35 languages.
Founded in 2013, Open Assessment Technologies’ Open Source philosophy and commitment to the Common Good in Education have won over customers such as the Luxembourg Ministry of Education, the French Ministry of Education, the New York City Department of Education, and the United Nations.
We outgrew the Incubator in Technoport (Luxembourg) and quickly expanded to offices in Capellen and the Silicon Valley. The team is small, robust, and passionate about our work, but our culture is relaxed. Some of us leave early to go for a run, and many work from home once a week. While in the office, we often engage in a friendly yet competitive games of ping-pong, video games or cards. We believe in trust and flexibility, and that a happy work environment makes us more productive.
",,--,"Drop us a note at jointheteam@taotesting.com and let’s get the conversation started :D
",PHP and/or JS Software Developer ,Full Time,e1d19eee-dc52-11e8-96ba-b0ac08605d2d,https://jobs.github.com/positions/e1d19eee-dc52-11e8-96ba-b0ac08605d2d,"Capellen, Luxembourg",--,,--,Github Jobs
A Color Story,Tue Oct 30 14:32:03 UTC 2018,"As a company, we are a small, tight-knit family where everyone’s ideas are heard and matter. We’re looking for someone excited by a fast pace and problem solving to grow with our little company. This position will work within our existing code structures under the guidance of our lead mobile developer.
What you’ll do

Oversee ongoing maintenance and updates to A Color Story, A Design Kit, and future products
Implement new filter/effects packs and tools
Consistently look for improvements and further optimizations
Test, test, test, ship, repeat

What we need from you

3+ years building complex, scalable mobile or web applications or educational equivalent
Extensive understanding of object orientation and design patterns
Ample experience with Objective C and/or Swift as well as Java
Self-starting personality that thrives in a minimal management environments

What we prefer from you

BS/BA in a technical field such as Computer Science
Self-made apps in the App Store a huge plus
Understanding of image processing
Experience with OpenGL or Metal
Interest in photography and a mobile photo editing app user
Startup experience

What we offer
Competitive salary, flexible PTO
Location
Company based in Springfield, MO, USA, but remote is available.
Must be located in North or South America.
",,--,"Email your resume and links to apps you've worked on to hello@acolorstory.com.
",Mobile Developer,Full Time,83470dde-dc50-11e8-8176-9238b892b788,https://jobs.github.com/positions/83470dde-dc50-11e8-8176-9238b892b788,Remote,--,,--,Github Jobs
Datawrapper,Tue Oct 30 13:58:53 UTC 2018,"We are Datawrapper - a web-based charting tool, and we want you to join us as a client-facing software engineer in our office in Berlin, Prenzlauer Berg.
What's this exciting new position about? Well, although Datawrapper is used primarily by journalists, our customer base is growing and diversifying, and some of our users come with special requirements and challenges. We want to be able to accommodate these people as well. Enabling us to provide them with a flawless Datawrapper experience will be your job.
The kind of stuff you’ll be doing:


Developing new visualization features for specific customer groups. For example, an analyst at a financial institution might need different charting features than a data journalist at a local newspaper. We work with both, so that will be part of what you're responsible for.

Building &amp; maintaining integrations with other software and tools. There are all kinds of other apps and tools that Datawrapper interacts with in the real world, like CMS’s and databases. Part of your job will be ensuring that those integrations are easy to build and run smoothly.

Extending Datawrapper to make sure it works well with large customer teams. When one person uses Datawrapper on their own, creating and organizing charts is pretty straight-forward. When there are hundreds of people creating charts in a large team, not so much! Ensuring that even the largest of our customers' teams don’t hit any walls when using Datawrapper will be part of this job.

Who we’re looking for:

We’re looking for a full stack web developer to join our Berlin development team, preferrably full-time, but open to flexible work time arrangements.
You will have a full, regular employment contract. Due to the nature of this job, it will not be possible to do this job entirely remote. Please save yourself and us some time and only apply if you want to work with us in Berlin.

On the technical side, most of the work we’re doing is front end development work in JavaScript/ES6, D3.js, Bootstrap and Svelte. There’s a PHP and MySQL backend as well, but that won’t be too much of your concern.
We’re looking for somebody who has worked in web development before, but you don't need to have specific experience with our tooling or choice of frameworks. We’re happy to show you how our stack works.


What the ""client-facing"" part entails:

A significant part of the job will involve interacting with users and customers. be it by phone, video call or email. We encourage everybody in our company to do this, but in this role it will be particularly prevalent
That means we're looking for someone with good communication, interpersonal and written skills.

Strong English skills will also be necessary, as our users and customers sit all over the world.
Not a must-have, but a plus: German skills, interest in or experience with data visualization, experience working in a software company.
If you have any prior work you can show us, open-source or not, please feel free to include it in your application. We'd love to take a look at it. Even if you don’t, please don’t feel discouraged to apply.

What we can offer:


A big desk in our office in Berlin Prenzlauer Berg, where seven of us work (Ivan, Lisa, Anna, Gregor, Elana, Hans &amp; David). We have a massive library of data vis books, a coffee machine, tea en masse &amp; interesting conversations about mapping, data vis and UX. Also, we honour lunch breaks.


Flexible working hours. We're looking for someone who wants to work for us at least four days a week. There's no 9-to-5 culture in our office, though. Some people come at 11 am, some leave at 4 pm, others like to work from home from time to time.


A question-happy, communication-happy atmosphere. We're all learning, and we want you to learn with us. If someone has an idea or a problem, we just talk. No meetings for most of us, a bit of Slack, lots of fun.


We don't care about CVs, just skills and attitude. If you don't find yourself 100% in the description, write Lisa an email anyway. Talk a bit about yourself and how your skills &amp; experience could be a good fit for this job, and ask us aaaaall the questions you might have:
→ lisa@datawrapper.de
We're looking forward to hearing from you!
",,--,"Write Lisa and tell us a bit about yourself and how your skills &amp; experience could be a good fit for this job, and ask us all the questions you might have:
→ lisa@datawrapper.de
We're looking forward to hearing from you!
",Client-facing Software Engineer,Full Time,861ca26c-dc4b-11e8-8a59-311f92072400,https://jobs.github.com/positions/861ca26c-dc4b-11e8-8a59-311f92072400,Berlin,--,,--,Github Jobs
Simon-Kucher & Partners Strategy & Marketing Consultants GmbH,Tue Oct 30 13:10:28 UTC 2018,"You are an IT expert who is passionate about complex data processes? Mastering large sets of data by transforming them into neatly arranged and interpretable information is your specialty? You are a team player with a problem-solving mindset who always stays on top of data-related issues? Then you may be the perfect candidate for our team! 
For our offices in Bonn or Cologne, we are looking for you to start – at the next possible date – as a full-time
Data Engineer (m/f)
Your responsibilities
As a Data Engineer (m/f), you will be responsible for large data management processes during client projects. You will develop and automate robust processes to extract, transform, and load large, scattered, and unstructured data sets into clean and powerful analysis cubes for our business recommendations.

Validate data and ensure completeness, correctness, and relevance for meaningful analyses
Develop and automate analytical tools based on the generated cubes to provide marketing, sales and pricing insights
Detect, solve, and implement internal process and technology improvements, as well as create, optimize, and maintain new and existing data transfer channels
Advise and support clients on how to model, implement and automate robust ETL processes
Work with internal and external business and technology experts across the world

Your profile as a Data Engineer (m/f)

University degree (business, economics, computer science, or engineering preferred) with experience in relational data management software, languages (esp. SQL), and ETL processes
A valid work permit for Germany
Proven capabilities to build and maintain large and complex data sets
Extensive knowledge of analytical / Business Intelligence software, programming languages (e. g. Tableau, Python, R, SAS)
Familiarity with big data technologies (e.g. NoSQL databases) are a strong plus
Fluency in English (written and oral); additional language abilities are a major advantage
Sharp analytical mindset with a pro-active and reliable attitude

What we offer you as a Data Engineer (m/f)

Possibility to shape and implement new technologies within our organization and those of our clients
Frequently changing project assignments centered around sales, marketing, and pricing across different international industries; no year-long IT implementation projects
A large variety of interesting projects
Various training offerings and a 360-degree feedback system that help you grow professionally and personally
Modern workplace and equipment in a bright, inviting office with a pleasant working atmosphere
Internal fun events to celebrate our success as a team
Corporate culture led by our entrepreneurial spirit, openness, and integrity
The opportunity to work in a new, fast-growing, engaged and friendly team that welcomes you with open arms
Short communication channels for optimal working conditions
Coffee, water, fresh fruit, and yoghurt are always at your disposal

About Simon-Kucher &amp; Partners 
Simon-Kucher &amp; Partners is a global consulting firm specializing in TopLine Power®, which encompasses strategy, marketing, pricing, and sales. Our practice is built on evidence-based, practical strategies for profit improvement via the top line. Simon-Kucher &amp; Partners is regarded as the world's leading pricing advisor and thought leader.
Do you want to build a successful future with us?
Then apply today as our new Data Engineer (m/f) by clicking on this link! Please include your salary expectation and earliest possible start date. We are looking forward to meeting you!
If you have any further questions, please feel free to contact Ms. Dorothea Hayer (+49 228 9843 351).
",,--,"Click here to apply!
",Data Engineer (m/f) - Germany,Full Time,04549d40-dc44-11e8-9734-43fedb2ca2af,https://jobs.github.com/positions/04549d40-dc44-11e8-9734-43fedb2ca2af,Bonn or Köln,--,,--,Github Jobs
Clark Germany GmbH,Tue Oct 30 11:32:08 UTC 2018,"Who is Clark (www.clark.de)?
Since our founding in 2015, we follow our Vision to create a world where people love insurance by using the Clark insurance Manager App. This is not only recognized by close to 100.000 customer; Bloomberg named us as one of the 50 most promising startups in the world 2017 as well. Due to our smart technology and our expert know how, we are combining the old and the new world, which makes our products for the B2B as well as B2C-market highly attractive. With a total funding of 45mio $, led by Portag3 Ventures and White Star Capital, we are ready to conquer the world!
As our Senior Software Engineer, you..

play a central role in the design and development of our backend system and architecture
actively contribute to product management and influence our features right from the start
lift the intelligence of our robo advisor and the efficiency of our insurance operations team
closely interact with colleagues who use your software to service our customers
conceptualise and deliver features on a platform that will soon serve &gt; 500000 customers.

Your Background, you...

have gained a Technical University or Bachelor's degree
have minimum 4 years experience in software engineering and web development, incl. 2 years Ruby on Rails, as well as other languages
a deep understanding of modern software architecture and software design principles, e.g. SOLID, Event Processing, and Domain Driving Design, git, scrum and agile approaches
test-driven development and quality assurance through automated testing are selfevident
good knowledge of cloud infrastructure and continuous deployment
experience with Javascript Frontend Frameworks especially with Ember are a plus
excellent skills in handling SQL and relational database

This is Clark – this is what we love to offer you:
besides the usual startup perks like free drinks, free coffee, flat hierarchies, an experienced management and multicultural environment with international colleagues, we are offering you a lot of space for your work, your ideas and your initiatives.
we subsidize your job ticket and the company pension scheme.
want e.g. to move forward to make your Master or MBA, we offer you to support your education while working at Clark
if you need to work absolutely focused, you use our silent room – no disturbance, no noise.
if you need to relocate, you have our support.
you need to brush up your German? We are offering beginner and advanced German courses!
you want to share your knowledge and to inspire? Be a Speaker and create your own Brownbag speech to inspire your colleagues.
and last but not least: Sure, we know how to celebrate success! We offer you quarterly company events, monthly team lunch &amp; breakfast as well as our weekly Friday get together.
This sounds like an exciting next step for you? We are more than ready for your application and cannot wait to receive it.
",,--,"Hi,
to apply please send us, your
Motivation Letter, CV &amp; Github Profile
You can apply through our greenhouse page, to get a quick reply:
https://www.clark.de/de/jobs?gh_jid=4040394002
Looking forward to get to know you.
Cheers, Hanan &amp; Clark Recruitment Team
",Senior Software Engineer (m/f),Full Time,690c9fd8-dc37-11e8-9487-4c8007ecf678,https://jobs.github.com/positions/690c9fd8-dc37-11e8-9487-4c8007ecf678,Frankfurt,--,,--,Github Jobs
